,CASENUM,VEH_NO,MDRDSTRDNAME
63223,201901884059,4,Not Reported
63224,201901884059,5,Not Reported
63225,201901884059,6,Not Reported
63226,201901884061,1,Not Reported
63227,201901884063,1,Not Reported
63228,201901884063,2,Not Reported
63229,201901884063,3,Not Reported
63230,201901884072,1,Not Reported
63231,201901884076,1,Not Reported
63232,201901884076,2,Not Reported
63233,201901884090,1,Not Reported
63234,201901884090,2,Not Reported
63235,201901884094,1,"Inattention (Inattentive), Details Unknown"
63236,201901884094,2,Not Reported
63237,201901884106,1,Not Reported
63238,201901884106,2,Not Reported
63239,201901884106,3,Not Reported
63240,201901884117,1,Not Reported
63241,201901884117,2,Not Reported
63242,201901884139,1,Not Reported
63243,201901884139,2,Not Reported
63244,201901884148,1,"Inattention (Inattentive), Details Unknown"
63245,201901884148,2,Not Reported
63246,201901884156,1,Not Distracted
63247,201901884156,2,Not Distracted
63248,201901884162,1,Reported as Unknown if Distracted
63249,201901884163,1,Reported as Unknown if Distracted
63250,201901884167,1,Reported as Unknown if Distracted
63251,201901884170,1,Not Distracted
63252,201901884191,1,Not Distracted
63253,201901884191,2,Not Distracted
63254,201901884193,1,Not Distracted
63255,201901884200,1,Not Distracted
63256,201901884200,2,Not Distracted
63257,201901884206,1,Other Mobile Phone Related
63258,201901884208,1,Not Distracted
63259,201901884208,2,Not Distracted
63260,201901884212,1,Not Distracted
63261,201901884213,1,Not Distracted
63262,201901884218,1,Not Distracted
63263,201901884218,2,Not Distracted
63264,201901884219,1,Not Distracted
63265,201901884219,2,Not Distracted
63266,201901884221,1,"Inattention (Inattentive), Details Unknown"
63267,201901884221,2,Not Reported
63268,201901884234,1,"Inattention (Inattentive), Details Unknown"
63269,201901884234,2,Not Reported
63270,201901884234,3,Not Reported
63271,201901884354,1,Not Distracted
63272,201901884354,2,Not Distracted
63273,201901884384,1,Not Distracted
63274,201901884384,2,Not Distracted
63275,201901884454,1,Not Distracted
63276,201901884474,1,Not Distracted
63277,201901884474,2,Not Distracted
63278,201901884513,1,Not Distracted
63279,201901884513,2,Not Distracted
63280,201901884623,1,Not Distracted
63281,201901884623,2,Not Distracted
63282,201901884663,1,Not Distracted
63283,201901884663,2,Not Distracted
63284,201901884723,1,Reported as Unknown if Distracted
63285,201901884723,2,Not Distracted
63286,201901884763,1,Not Distracted
63287,201901884783,1,Not Distracted
63288,201901884783,2,Not Distracted
63289,201901884823,1,Not Distracted
63290,201901884892,1,Not Distracted
63291,201901884892,2,Not Distracted
63292,201901884924,1,Not Distracted
63293,201901884924,2,Not Distracted
63294,201901884974,1,"Inattention (Inattentive), Details Unknown"
63295,201901884974,2,Not Distracted
63296,201901885012,1,Not Distracted
63297,201901885012,2,Not Distracted
63298,201901885012,3,Not Distracted
63299,201901885051,1,Not Distracted
63300,201901885080,1,Reported as Unknown if Distracted
63301,201901885080,2,Not Distracted
63302,201901885080,3,Not Distracted
63303,201901885080,4,Not Distracted
63304,201901885094,1,Reported as Unknown if Distracted
63305,201901885094,2,Reported as Unknown if Distracted
63306,201901885103,1,Reported as Unknown if Distracted
63307,201901885103,2,Not Distracted
63308,201901885124,1,Reported as Unknown if Distracted
63309,201901885124,2,Not Distracted
63310,201901885195,1,Not Distracted
63311,201901885195,2,Not Distracted
63312,201901885196,1,Reported as Unknown if Distracted
63313,201901885196,2,Reported as Unknown if Distracted
63314,201901885204,1,Not Distracted
63315,201901885204,2,Not Distracted
63316,201901885287,1,Not Distracted
63317,201901885287,2,Not Distracted
63318,201901885287,3,Not Distracted
63319,201901885287,4,Not Distracted
63320,201901885324,1,Reported as Unknown if Distracted
63321,201901885341,1,Not Reported
63322,201901885341,2,Not Distracted
63323,201901885348,1,Not Reported
63324,201901885348,2,Not Distracted
63325,201901885370,1,Not Reported
63326,201901885401,1,Not Reported
63327,201901885404,1,Not Reported
63328,201901885404,2,Not Reported
63329,201901885424,1,Not Reported
63330,201901885424,2,Not Reported
63331,201901885434,1,"Inattention (Inattentive), Details Unknown"
63332,201901885434,2,Not Reported
63333,201901885441,1,Not Reported
63334,201901885442,1,Not Reported
63335,201901885442,2,Not Distracted
63336,201901885452,1,Not Reported
63337,201901885452,2,Not Reported
63338,201901885454,1,Not Reported
63339,201901885465,1,Not Distracted
63340,201901885466,1,Not Reported
63341,201901885466,2,Not Reported
63342,201901885472,1,Reported as Unknown if Distracted
63343,201901885479,1,Not Distracted
63344,201901885480,1,Eating or Drinking
63345,201901885480,2,Not Distracted
63346,201901885497,1,Reported as Unknown if Distracted
63347,201901885500,1,Not Distracted
63348,201901885500,2,Not Distracted
63349,201901885501,1,While Manipulating Mobile Phone
63350,201901885505,1,Not Distracted
63351,201901885505,2,Not Distracted
63352,201901885511,1,Not Distracted
63353,201901885516,1,Not Distracted
63354,201901885516,2,Not Distracted
63355,201901885517,1,Not Distracted
63356,201901885517,2,Not Distracted
63357,201901885535,1,Not Reported
63358,201901885535,2,Not Reported
63359,201901885549,1,Not Reported
63360,201901885549,2,Not Reported
63361,201901885555,1,Distraction/Inattention
63362,201901885581,1,Not Reported
63363,201901885581,2,Not Reported
63364,201901885605,1,"Inattention (Inattentive), Details Unknown"
63365,201901885605,2,Not Reported
63366,201901885622,1,Not Reported
63367,201901885625,1,Not Reported
63368,201901885631,1,Not Distracted
63369,201901885641,1,Not Distracted
63370,201901885641,2,Not Distracted
63371,201901885658,1,Not Distracted
63372,201901885658,2,Not Distracted
63373,201901885685,1,Not Reported
63374,201901885685,2,Not Reported
63375,201901885687,1,"Inattention (Inattentive), Details Unknown"
63376,201901885687,2,Not Reported
63377,201901885689,1,Not Reported
63378,201901885689,2,Not Distracted
63379,201901885692,1,Not Reported
63380,201901885692,2,Not Reported
63381,201901885721,1,Not Reported
63382,201901885721,2,Not Distracted
63383,201901885722,1,"Inattention (Inattentive), Details Unknown"
63384,201901885722,2,Not Reported
63385,201901885760,1,Not Reported
63386,201901885760,2,Not Distracted
63387,201901885789,1,Not Reported
63388,201901885789,2,Not Reported
63389,201901885796,1,"Inattention (Inattentive), Details Unknown"
63390,201901885796,2,Not Reported
63391,201901885797,1,Not Reported
63392,201901885818,1,Distraction/Inattention
63393,201901885830,1,Not Reported
63394,201901885834,1,Not Reported
63395,201901885838,1,Distraction/Inattention
63396,201901885838,2,No Driver Present/Unknown if Driver present
63397,201901885840,1,Not Reported
63398,201901885842,1,Not Reported
63399,201901885842,2,Not Reported
63400,201901885847,1,Not Reported
63401,201901885847,2,Not Reported
63402,201901885849,1,Not Reported
63403,201901885849,2,Not Reported
63404,201901885861,1,Not Reported
63405,201901885861,2,Not Reported
63406,201901885865,1,No Driver Present/Unknown if Driver present
63407,201901885880,1,Not Reported
63408,201901885883,1,Not Reported
63409,201901885883,2,Not Reported
63410,201901885888,1,"Distracted by Outside Person, Object or Event"
63411,201901885895,1,Reported as Unknown if Distracted
63412,201901885897,1,Not Distracted
63413,201901885905,1,Not Distracted
63414,201901885905,2,Not Distracted
63415,201901885918,1,"Inattention (Inattentive), Details Unknown"
63416,201901885918,2,Not Reported
63417,201901885922,1,"Inattention (Inattentive), Details Unknown"
63418,201901885922,2,Not Reported
63419,201901885942,1,Not Distracted
63420,201901885942,2,Not Distracted
63421,201901886042,1,Not Distracted
63422,201901886042,2,Not Distracted
63423,201901886231,1,Not Distracted
63424,201901886231,2,Not Distracted
63425,201901886309,1,Not Reported
63426,201901886309,2,Not Reported
63427,201901886319,1,"Inattention (Inattentive), Details Unknown"
63428,201901886319,2,Not Reported
63429,201901886320,1,Not Reported
63430,201901886320,2,Not Reported
63431,201901886330,1,Not Reported
63432,201901886510,1,Not Reported
63433,201901886510,2,Not Reported
63434,201901886519,1,Not Reported
63435,201901886519,2,Not Reported
63436,201901886613,1,Not Reported
63437,201901886613,2,Not Distracted
63438,201901886623,1,Not Distracted
63439,201901886623,2,Not Distracted
63440,201901886682,1,Not Distracted
63441,201901886682,2,Not Distracted
63442,201901886693,1,Not Distracted
63443,201901886693,2,Not Distracted
63444,201901886715,1,Reported as Unknown if Distracted
63445,201901886715,2,Not Distracted
63446,201901886716,1,While Using or Reaching for Device/Object Brought into Vehicle
63447,201901886716,2,Not Distracted
63448,201901886726,1,Reported as Unknown if Distracted
63449,201901886726,2,Not Distracted
63450,201901886732,1,Not Distracted
63451,201901886746,1,Not Distracted
63452,201901886805,1,Reported as Unknown if Distracted
63453,201901886806,1,Reported as Unknown if Distracted
63454,201901886806,2,Reported as Unknown if Distracted
63455,201901886816,1,Reported as Unknown if Distracted
63456,201901886816,2,Reported as Unknown if Distracted
63457,201901886855,1,Not Distracted
63458,201901886856,1,Not Distracted
63459,201901886889,1,Reported as Unknown if Distracted
63460,201901886959,1,Not Reported
63461,201901886959,2,Not Reported
63462,201901887020,1,Not Reported
63463,201901887020,2,Not Reported
63464,201901887057,1,Not Reported
63465,201901887057,2,Not Reported
63466,201901887153,1,Not Reported
63467,201901887153,2,Not Reported
63468,201901887196,1,Not Distracted
63469,201901887198,1,While Talking or Listening to Mobile Phone
63470,201901887198,2,Not Distracted
63471,201901887201,1,Reported as Unknown if Distracted
63472,201901887205,1,Not Distracted
63473,201901887282,1,Not Reported
63474,201901887288,1,Not Reported
63475,201901887294,1,Reported as Unknown if Distracted
63476,201901887299,1,Reported as Unknown if Distracted
63477,201901887299,2,While Using or Reaching for Device/Object Brought into Vehicle
63478,201901887310,1,Eating or Drinking
63479,201901887326,1,Not Reported
63480,201901887326,2,Not Distracted
63481,201901887327,1,Not Reported
63482,201901887336,1,Not Distracted
63483,201901887336,2,Not Distracted
63484,201901887338,1,"Inattention (Inattentive), Details Unknown"
63485,201901887338,2,Not Distracted
63486,201901887358,1,Not Distracted
63487,201901887358,2,Not Distracted
63488,201901887376,1,"Distracted by Outside Person, Object or Event"
63489,201901887385,1,Reported as Unknown if Distracted
63490,201901887385,2,Not Distracted
63491,201901887399,1,Reported as Unknown if Distracted
63492,201901887399,2,Not Distracted
63493,201901887478,1,Not Reported
63494,201901887478,2,Not Reported
63495,201901887486,1,Not Reported
63496,201901887486,2,Not Reported
63497,201901887509,1,Not Reported
63498,201901887509,2,Not Reported
63499,201901887512,1,Not Reported
63500,201901887517,1,Not Reported
63501,201901887517,2,Not Reported
63502,201901887525,1,Not Reported
63503,201901887558,1,Not Reported
63504,201901887580,1,Not Reported
63505,201901887580,2,Not Distracted
63506,201901887587,1,"Inattention (Inattentive), Details Unknown"
63507,201901887587,2,Not Reported
63508,201901887595,1,"Inattention (Inattentive), Details Unknown"
63509,201901887595,2,Not Reported
63510,201901887600,1,Not Distracted
63511,201901887600,2,Not Distracted
63512,201901887606,1,Not Distracted
63513,201901887606,2,Not Distracted
63514,201901887619,1,Reported as Unknown if Distracted
63515,201901887619,2,Not Distracted
63516,201901887619,3,Not Distracted
63517,201901887619,4,Not Distracted
63518,201901887620,1,Not Reported
63519,201901887622,1,Not Reported
63520,201901887622,2,Not Reported
63521,201901887642,1,Reported as Unknown if Distracted
63522,201901887642,2,Not Distracted
63523,201901887655,1,Not Distracted
63524,201901887655,2,Not Distracted
63525,201901887665,1,Not Reported
63526,201901887665,2,Not Reported
63527,201901887667,1,Not Reported
63528,201901887667,2,Not Reported
63529,201901887695,1,Not Reported
63530,201901887695,2,Not Reported
63531,201901887711,1,Not Reported
63532,201901887713,1,Not Distracted
63533,201901887739,1,Not Reported
63534,201901887739,2,Not Reported
63535,201901887754,1,"Inattention (Inattentive), Details Unknown"
63536,201901887754,2,Not Reported
63537,201901887766,1,"Distraction (Distracted), Details Unknown"
63538,201901887770,1,Not Reported
63539,201901887770,2,Not Reported
63540,201901887787,1,Not Reported
63541,201901887793,1,Not Reported
63542,201901887793,2,Not Reported
63543,201901887826,1,Not Reported
63544,201901887826,2,Not Reported
63545,201901887831,1,By Other Occupant(s)
63546,201901887831,2,Not Reported
63547,201901887836,1,Not Reported
63548,201901887847,1,Not Distracted
63549,201901887847,2,Not Distracted
63550,201901887847,3,Not Distracted
63551,201901887847,4,Not Distracted
63552,201901887847,5,Not Distracted
63553,201901887849,1,Not Reported
63554,201901887877,1,Not Reported
63555,201901887877,2,Not Distracted
63556,201901887877,3,Not Distracted
63557,201901887896,1,Not Distracted
63558,201901887896,2,Not Distracted
63559,201901887909,1,Not Distracted
63560,201901887914,1,Not Distracted
63561,201901887914,2,Not Distracted
63562,201901887921,1,Not Reported
63563,201901887921,2,Not Reported
63564,201901887941,1,Not Distracted
63565,201901887941,2,Not Distracted
63566,201901887960,1,Not Distracted
63567,201901887960,2,Not Distracted
63568,201901887964,1,Not Reported
63569,201901887964,2,Not Reported
63570,201901887984,1,Not Reported
63571,201901887986,1,Not Reported
63572,201901887986,2,Not Reported
63573,201901888020,1,Not Reported
63574,201901888020,2,Not Reported
63575,201901888026,1,Not Reported
63576,201901888026,2,Not Reported
63577,201901888028,1,Not Reported
63578,201901888028,2,Not Reported
63579,201901888038,1,Not Reported
63580,201901888038,2,Not Reported
63581,201901888042,1,Not Reported
63582,201901888042,2,Not Reported
63583,201901888043,1,Not Reported
63584,201901888055,1,Not Distracted
63585,201901888087,1,Not Reported
63586,201901888087,2,Not Reported
63587,201901888092,1,Not Reported
63588,201901888092,2,Not Reported
63589,201901888096,1,Not Distracted
63590,201901888096,2,Not Distracted
63591,201901888097,1,Not Distracted
63592,201901888097,2,Not Distracted
63593,201901888097,3,Not Distracted
63594,201901888097,4,Not Distracted
63595,201901888097,5,Not Distracted
63596,201901888099,1,Not Reported
63597,201901888099,2,Not Reported
63598,201901888101,1,Not Distracted
63599,201901888113,1,Not Distracted
63600,201901888113,2,Not Distracted
63601,201901888129,1,Not Distracted
63602,201901888129,2,Not Distracted
63603,201901888132,1,Not Distracted
63604,201901888132,2,Not Distracted
63605,201901888132,3,Not Distracted
63606,201901888132,4,Not Distracted
63607,201901888151,1,Not Reported
63608,201901888151,2,Not Distracted
